,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,movieId
6263,Action,Crime,Drama,Thriller,,,,,,,47254
6264,Fantasy,Mystery,Thriller,,,,,,,,47261
6265,Drama,Romance,,,,,,,,,47382
6266,Adventure,Comedy,Drama,Fantasy,,,,,,,47384
6267,Adventure,Animation,Comedy,Fantasy,Romance,Sci-Fi,,,,,47404
6268,Drama,,,,,,,,,,47423
6269,Drama,Mystery,Thriller,,,,,,,,47446
6270,Drama,Fantasy,Thriller,,,,,,,,47465
6271,Comedy,Drama,,,,,,,,,47491
6272,Children,Comedy,Drama,,,,,,,,47516
6273,Comedy,,,,,,,,,,47518
6274,Action,Adventure,Comedy,Crime,,,,,,,47538
6275,Crime,Drama,Film-Noir,,,,,,,,47566
6276,Drama,Fantasy,Mystery,Romance,,,,,,,47610
6277,Drama,,,,,,,,,,47629
6278,Comedy,,,,,,,,,,47640
6279,Drama,,,,,,,,,,47644
6280,Crime,Drama,Musical,,,,,,,,47646
6281,Children,Fantasy,,,,,,,,,47721
6282,Comedy,Drama,Fantasy,Romance,,,,,,,47725
6283,Comedy,,,,,,,,,,47736
6284,Comedy,Fantasy,,,,,,,,,47774
6285,Drama,Romance,,,,,,,,,47793
6286,Horror,Mystery,Thriller,,,,,,,,47810
6287,Drama,War,,,,,,,,,47894
6288,Comedy,Horror,Thriller,,,,,,,,47937
6289,Crime,Drama,Mystery,Thriller,,,,,,,47950
6290,Action,Horror,Thriller,,,,,,,,47952
6291,Comedy,Drama,,,,,,,,,47970
6292,Drama,,,,,,,,,,47978
6293,Adventure,Comedy,Sci-Fi,Thriller,,,,,,,47997
6294,Documentary,Drama,,,,,,,,,47999
6295,Drama,Romance,,,,,,,,,48001
6296,Comedy,Drama,Romance,War,,,,,,,48032
6297,Drama,Fantasy,Romance,,,,,,,,48043
6298,Comedy,,,,,,,,,,48045
6299,Comedy,Drama,Fantasy,Romance,,,,,,,48082
6300,Crime,Drama,Mystery,Thriller,,,,,,,48142
6301,Horror,,,,,,,,,,48150
6302,Drama,,,,,,,,,,48161
6303,Drama,,,,,,,,,,48214
6304,Documentary,,,,,,,,,,48262
6305,Adventure,Drama,Thriller,,,,,,,,48304
6306,Action,Adventure,Drama,War,,,,,,,48319
6307,Comedy,Documentary,,,,,,,,,48322
6308,Drama,,,,,,,,,,48326
6309,Comedy,Drama,Romance,,,,,,,,48342
6310,Comedy,,,,,,,,,,48385
6311,Drama,Fantasy,Thriller,,,,,,,,48394
6312,Action,Adventure,Drama,,,,,,,,48412
6313,Adventure,Animation,Children,Comedy,IMAX,,,,,,48414
6314,Comedy,Crime,,,,,,,,,48416
6315,Crime,Drama,Thriller,,,,,,,,48516
6316,Horror,Thriller,,,,,,,,,48518
6317,Comedy,,,,,,,,,,48520
6318,Comedy,Drama,,,,,,,,,48560
6319,Comedy,Thriller,,,,,,,,,48593
6320,Action,Drama,Thriller,,,,,,,,48596
6321,Drama,,,,,,,,,,48598
6322,Drama,Romance,,,,,,,,,48638
6323,Drama,War,,,,,,,,,48649
6324,Action,Comedy,Horror,Thriller,,,,,,,48678
6325,Drama,Romance,,,,,,,,,48696
6326,Documentary,,,,,,,,,,48698
6327,Drama,Thriller,,,,,,,,,48738
6328,Documentary,,,,,,,,,,48741
6329,Comedy,Drama,Romance,,,,,,,,48744
6330,Action,Adventure,Drama,Sci-Fi,Thriller,,,,,,48774
6331,Drama,Mystery,Sci-Fi,Thriller,,,,,,,48780
6332,Drama,War,,,,,,,,,48783
6333,Film-Noir,Thriller,,,,,,,,,48872
6334,Crime,Horror,Thriller,,,,,,,,48877
6335,Drama,Thriller,,,,,,,,,48879
6336,Crime,Drama,Mystery,Thriller,,,,,,,48883
6337,Animation,Comedy,,,,,,,,,48982
6338,Crime,Drama,Thriller,,,,,,,,48997
6339,Comedy,Fantasy,,,,,,,,,49013
6340,Comedy,Sci-Fi,,,,,,,,,49110
6341,Comedy,Drama,Romance,,,,,,,,49130
6342,Documentary,,,,,,,,,,49132
6343,Comedy,,,,,,,,,,49220
6344,Comedy,Documentary,,,,,,,,,49263
6345,Documentary,Drama,War,,,,,,,,49265
6346,Action,Adventure,Thriller,,,,,,,,49272
6347,Adventure,Animation,Children,Comedy,IMAX,,,,,,49274
6348,Comedy,,,,,,,,,,49276
6349,Action,Sci-Fi,Thriller,,,,,,,,49278
6350,Drama,,,,,,,,,,49280
6351,Comedy,Drama,Romance,,,,,,,,49284
6352,Comedy,Romance,,,,,,,,,49286
6353,Action,Crime,Drama,,,,,,,,49314
6354,Drama,,,,,,,,,,49347
6355,Crime,Western,,,,,,,,,49389
6356,Adventure,Comedy,Musical,,,,,,,,49396
6357,Drama,,,,,,,,,,49524
6358,Action,Adventure,Crime,Drama,Thriller,War,,,,,49530
6359,Children,Comedy,Drama,Fantasy,,,,,,,49647
6360,Action,Adventure,Fantasy,,,,,,,,49649
6361,Action,Drama,,,,,,,,,49651
6362,Drama,Fantasy,Romance,,,,,,,,49666
6363,Action,Drama,War,,,,,,,,49688
6364,Comedy,,,,,,,,,,49735
6365,Drama,Romance,,,,,,,,,49772
6366,Drama,,,,,,,,,,49793
6367,Drama,Thriller,,,,,,,,,49822
6368,Drama,Musical,,,,,,,,,49824
6369,Drama,,,,,,,,,,49910
6370,Documentary,,,,,,,,,,49917
6371,Drama,Mystery,Thriller,,,,,,,,49932
6372,Comedy,Drama,,,,,,,,,49957
6373,Drama,,,,,,,,,,49961
6374,Action,Adventure,,,,,,,,,50003
6375,Action,Drama,,,,,,,,,50005
6376,Drama,Mystery,Thriller,,,,,,,,50064
6377,Drama,War,,,,,,,,,50068
6378,Action,Horror,Thriller,,,,,,,,50147
6379,Drama,Musical,,,,,,,,,50158
6380,Drama,,,,,,,,,,50160
6381,Comedy,Romance,,,,,,,,,50189
6382,Drama,Romance,,,,,,,,,50274
6383,Comedy,,,,,,,,,,50354
6384,Comedy,,,,,,,,,,50356
6385,Horror,Thriller,,,,,,,,,50440
6386,Crime,Drama,,,,,,,,,50442
6387,Action,Horror,Thriller,,,,,,,,50445
6388,Drama,,,,,,,,,,50514
6389,Adventure,Children,Fantasy,,,,,,,,50601
6390,Comedy,,,,,,,,,,50610
6391,Horror,,,,,,,,,,50613
6392,Documentary,,,,,,,,,,50658
6393,Comedy,Drama,Romance,,,,,,,,50685
6394,Documentary,,,,,,,,,,50740
6395,Comedy,Drama,Romance,,,,,,,,50792
6396,Action,Crime,Drama,Thriller,,,,,,,50794
6397,Drama,Fantasy,Horror,Romance,,,,,,,50796
6398,Adventure,Comedy,,,,,,,,,50798
6399,Drama,Horror,Thriller,,,,,,,,50800
6400,Comedy,Drama,Romance,,,,,,,,50802
6401,Drama,Horror,Thriller,,,,,,,,50804
6402,Comedy,Romance,,,,,,,,,50806
6403,Comedy,Drama,,,,,,,,,50842
6404,Documentary,,,,,,,,,,50851
6405,Animation,Children,Drama,,,,,,,,50872
6406,Romance,,,,,,,,,,50912
6407,Drama,,,,,,,,,,50923
6408,Comedy,,,,,,,,,,50942
6409,Comedy,Romance,,,,,,,,,50954
6410,Animation,Comedy,,,,,,,,,50999
6411,Adventure,Drama,Fantasy,,,,,,,,51024
6412,Drama,Mystery,Thriller,,,,,,,,51037
6413,Action,Fantasy,Thriller,,,,,,,,51077
6414,Drama,Thriller,,,,,,,,,51080
6415,Comedy,Romance,,,,,,,,,51082
6416,Comedy,Romance,,,,,,,,,51084
6417,Drama,Mystery,Thriller,,,,,,,,51086
6418,Comedy,,,,,,,,,,51088
6419,Drama,,,,,,,,,,51091
6420,Drama,,,,,,,,,,51167
6421,Drama,,,,,,,,,,51174
6422,Action,Comedy,Crime,Mystery,,,,,,,51255
6423,Adventure,Drama,Romance,,,,,,,,51314
6424,Crime,Drama,Thriller,,,,,,,,51357
6425,Action,Sci-Fi,Thriller,,,,,,,,51412
6426,Drama,Romance,,,,,,,,,51471
6427,Comedy,Horror,,,,,,,,,51498
6428,Crime,Drama,Thriller,,,,,,,,51540
6429,Action,Comedy,Drama,Horror,Thriller,,,,,,51545
6430,Sci-Fi,,,,,,,,,,51562
6431,Fantasy,,,,,,,,,,51573
6432,Adventure,Comedy,,,,,,,,,51575
6433,Action,Fantasy,War,IMAX,,,,,,,51662
6434,Horror,Mystery,Thriller,,,,,,,,51666
6435,Drama,Romance,,,,,,,,,51694
6436,Adventure,Children,Sci-Fi,,,,,,,,51698
6437,Comedy,Romance,,,,,,,,,51705
6438,Comedy,Drama,Horror,Sci-Fi,Thriller,,,,,,51709
6439,Drama,Romance,,,,,,,,,51834
6440,Drama,Romance,,,,,,,,,51884
6441,Comedy,Drama,Romance,,,,,,,,51903
6442,Drama,Fantasy,Mystery,Thriller,,,,,,,51925
6443,Horror,Mystery,Thriller,,,,,,,,51927
6444,Drama,,,,,,,,,,51931
6445,Drama,,,,,,,,,,51933
6446,Action,Drama,Thriller,,,,,,,,51935
6447,Horror,Thriller,,,,,,,,,51937
6448,Action,Adventure,Animation,Children,Comedy,Fantasy,,,,,51939
6449,Drama,Thriller,War,,,,,,,,52042
6450,Crime,Drama,Thriller,,,,,,,,52241
6451,Comedy,Romance,,,,,,,,,52245
6452,Comedy,,,,,,,,,,52279
6453,Action,Crime,Horror,Sci-Fi,Thriller,,,,,,52281
6454,Horror,Thriller,,,,,,,,,52283
6455,Action,Adventure,Animation,Children,Comedy,Sci-Fi,,,,,52287
6456,Documentary,,,,,,,,,,52299
6457,Action,Adventure,Drama,War,,,,,,,52319
6458,Adventure,Drama,Sci-Fi,Thriller,,,,,,,52328
6459,Crime,Drama,,,,,,,,,52375
6460,Animation,Comedy,Fantasy,Musical,,,,,,,52435
6461,Drama,Thriller,,,,,,,,,52458
6462,Action,Adventure,Animation,Comedy,Fantasy,Mystery,Sci-Fi,,,,52462
6463,Drama,Musical,,,,,,,,,52579
6464,Crime,Drama,Mystery,Thriller,,,,,,,52604
6465,Horror,Thriller,,,,,,,,,52644
6466,Comedy,Drama,Romance,,,,,,,,52668
6467,Comedy,,,,,,,,,,52694
6468,Crime,Drama,Fantasy,Mystery,Thriller,,,,,,52712
6469,Comedy,,,,,,,,,,52715
6470,Action,Adventure,Sci-Fi,Thriller,IMAX,,,,,,52722
6471,Comedy,Drama,,,,,,,,,52724
6472,Children,Comedy,,,,,,,,,52730
6473,Documentary,,,,,,,,,,52767
6474,Documentary,,,,,,,,,,52784
6475,Action,Crime,Horror,Thriller,,,,,,,52831
6476,Comedy,Romance,,,,,,,,,52867
6477,Animation,Mystery,Sci-Fi,,,,,,,,52885
6478,Action,Fantasy,Horror,Thriller,,,,,,,52950
6479,Drama,,,,,,,,,,52952
6480,Drama,,,,,,,,,,52967
6481,Comedy,Drama,Romance,,,,,,,,52973
6482,Comedy,Drama,Musical,,,,,,,,52975
6483,Horror,Sci-Fi,Thriller,,,,,,,,53000
6484,Action,Comedy,Crime,Romance,,,,,,,53022
6485,Documentary,,,,,,,,,,53024
6486,Adventure,Animation,Children,Comedy,Fantasy,,,,,,53121
6487,Drama,Musical,Romance,,,,,,,,53123
6488,Action,Adventure,Comedy,Fantasy,,,,,,,53125
6489,Drama,Horror,Thriller,,,,,,,,53127
6490,Crime,Drama,Thriller,,,,,,,,53129
6491,Action,Adventure,Fantasy,,,,,,,,53138
6492,Action,Adventure,Comedy,Fantasy,Romance,,,,,,53140
6493,Action,Thriller,,,,,,,,,53143
6494,Comedy,Drama,Romance,Sci-Fi,,,,,,,53161
6495,Horror,Thriller,,,,,,,,,53280
6496,Comedy,Drama,Romance,,,,,,,,53318
6497,Crime,Thriller,,,,,,,,,53322
6498,Horror,,,,,,,,,,53326
6499,Comedy,Romance,,,,,,,,,53355
6500,Crime,Horror,Thriller,,,,,,,,53435
6501,Crime,Drama,,,,,,,,,53447
6502,Comedy,Fantasy,Horror,,,,,,,,53450
6503,Action,Adventure,Fantasy,Sci-Fi,,,,,,,53453
6504,Animation,Children,Comedy,,,,,,,,53460
6505,Action,Adventure,Sci-Fi,,,,,,,,53464
6506,Adventure,Crime,Thriller,,,,,,,,53466
6507,Comedy,Horror,Thriller,,,,,,,,53468
6508,Action,Adventure,Crime,Horror,Thriller,,,,,,53519
6509,Action,Adventure,Drama,War,,,,,,,53550
6510,Comedy,Drama,,,,,,,,,53574
6511,Comedy,,,,,,,,,,53578
6512,Comedy,,,,,,,,,,53808
6513,Documentary,,,,,,,,,,53883
6514,Documentary,Drama,,,,,,,,,53894
6515,Drama,Thriller,,,,,,,,,53921
6516,Drama,Horror,Thriller,,,,,,,,53953
6517,Comedy,,,,,,,,,,53956
6518,Action,Adventure,Crime,Thriller,,,,,,,53972
6519,Comedy,Romance,,,,,,,,,53974
6520,Comedy,Fantasy,,,,,,,,,53993
6521,Action,Sci-Fi,Thriller,IMAX,,,,,,,53996
6522,Adventure,Drama,Fantasy,IMAX,,,,,,,54001
6523,Comedy,Romance,,,,,,,,,54004
6524,Drama,Thriller,,,,,,,,,54116
6525,Drama,Romance,Western,,,,,,,,54121
6526,Documentary,,,,,,,,,,54185
6527,Drama,Fantasy,Musical,Romance,,,,,,,54190
6528,Comedy,,,,,,,,,,54256
6529,Adventure,Comedy,Fantasy,Romance,,,,,,,54259
6530,Animation,Comedy,,,,,,,,,54272
6531,Crime,Drama,Thriller,,,,,,,,54274
6532,Comedy,Drama,Romance,,,,,,,,54276
6533,Comedy,Drama,,,,,,,,,54281
6534,Action,Crime,Thriller,,,,,,,,54286
6535,Documentary,,,,,,,,,,54354
6536,Crime,Drama,Mystery,Thriller,,,,,,,54372
6537,Comedy,,,,,,,,,,54503
6538,Comedy,,,,,,,,,,54617
6539,Action,Comedy,Crime,Thriller,,,,,,,54648
6540,Action,Adventure,Fantasy,War,,,,,,,54686
6541,Comedy,,,,,,,,,,54732
6542,Comedy,,,,,,,,,,54734
6543,Action,Drama,Thriller,,,,,,,,54736
6544,Comedy,Drama,,,,,,,,,54745
6545,Children,Comedy,,,,,,,,,54768
6546,Action,Drama,Horror,Sci-Fi,Thriller,,,,,,54771
6547,Comedy,Drama,Romance,,,,,,,,54780
6548,Horror,,,,,,,,,,54785
6549,Drama,Thriller,,,,,,,,,54787
6550,Comedy,Drama,Romance,,,,,,,,54796
6551,Documentary,,,,,,,,,,54881
6552,Action,Comedy,,,,,,,,,54908
6553,Comedy,Horror,Thriller,,,,,,,,54910
6554,Comedy,,,,,,,,,,54934
6555,Drama,Mystery,,,,,,,,,54962
6556,Action,Horror,Sci-Fi,,,,,,,,54995
6557,Action,Crime,Drama,Western,,,,,,,54997
6558,Action,Comedy,Crime,,,,,,,,54999
6559,Comedy,,,,,,,,,,55020
6560,Crime,Drama,,,,,,,,,55036
6561,Drama,Romance,War,,,,,,,,55052
6562,Drama,Sci-Fi,,,,,,,,,55061
6563,Drama,Thriller,,,,,,,,,55067
6564,Drama,,,,,,,,,,55069
6565,Documentary,,,,,,,,,,55071
6566,Crime,Drama,Thriller,,,,,,,,55080
6567,Drama,Mystery,,,,,,,,,55094
6568,Drama,,,,,,,,,,55110
6569,Comedy,Drama,Romance,,,,,,,,55112
6570,Action,Adventure,Comedy,Drama,Thriller,,,,,,55116
6571,Crime,Drama,Thriller,,,,,,,,55118
6572,Documentary,,,,,,,,,,55156
6573,Action,Adventure,Animation,Crime,Fantasy,,,,,,55167
6574,Comedy,Romance,,,,,,,,,55190
6575,Drama,,,,,,,,,,55205
6576,Comedy,Drama,,,,,,,,,55207
6577,Action,Horror,Sci-Fi,Thriller,,,,,,,55232
6578,Comedy,,,,,,,,,,55241
6579,Comedy,Romance,,,,,,,,,55245
6580,Action,Adventure,Drama,,,,,,,,55247
6581,Comedy,,,,,,,,,,55250
6582,Drama,Romance,Thriller,War,,,,,,,55253
6583,Action,Adventure,Drama,Fantasy,,,,,,,55259
6584,Comedy,Drama,Romance,,,,,,,,55261
6585,Comedy,Drama,Romance,,,,,,,,55267
6586,Adventure,Comedy,Drama,,,,,,,,55269
6587,Crime,Drama,,,,,,,,,55272
6588,Drama,,,,,,,,,,55274
6589,Drama,Thriller,,,,,,,,,55276
6590,Drama,Mystery,Thriller,,,,,,,,55278
6591,Comedy,Drama,,,,,,,,,55280
6592,Horror,Thriller,,,,,,,,,55282
6593,Crime,Drama,Mystery,,,,,,,,55290
6594,Comedy,,,,,,,,,,55292
6595,Comedy,Crime,Drama,,,,,,,,55294
6596,Crime,Drama,Western,,,,,,,,55363
6597,Crime,Drama,Thriller,,,,,,,,55391
6598,Animation,Drama,,,,,,,,,55442
6599,Drama,,,,,,,,,,55444
6600,Comedy,Drama,Romance,,,,,,,,55451
6601,Horror,,,,,,,,,,55492
6602,Comedy,Horror,,,,,,,,,55553
6603,Drama,,,,,,,,,,55555
6604,Crime,Horror,Thriller,,,,,,,,55577
6605,Documentary,,,,,,,,,,55620
6606,Documentary,,,,,,,,,,55687
6607,Action,Crime,Drama,Thriller,,,,,,,55721
6608,Comedy,,,,,,,,,,55729
6609,Crime,Drama,Thriller,,,,,,,,55765
6610,Animation,Comedy,,,,,,,,,55768
6611,Crime,Drama,Thriller,,,,,,,,55805
6612,Drama,,,,,,,,,,55814
6613,Crime,Drama,,,,,,,,,55820
6614,Comedy,,,,,,,,,,55830
6615,Comedy,Drama,Romance,,,,,,,,55844
6616,Drama,,,,,,,,,,55854
6617,Drama,Musical,,,,,,,,,55872
6618,Drama,Sci-Fi,,,,,,,,,55908
6619,Drama,Thriller,War,,,,,,,,55946
6620,Action,Adventure,Animation,Fantasy,IMAX,,,,,,55995
6621,Comedy,Drama,Sci-Fi,Thriller,,,,,,,56003
6622,Comedy,Documentary,,,,,,,,,56012
6623,Drama,Sci-Fi,,,,,,,,,56022
6624,Comedy,Drama,Romance,War,,,,,,,56060
6625,Horror,Sci-Fi,,,,,,,,,56145
6626,Adventure,Animation,Children,Comedy,Fantasy,Musical,Romance,,,,56152
6627,Action,Crime,Thriller,,,,,,,,56156
6628,Drama,Thriller,,,,,,,,,56169
6629,Adventure,Children,Fantasy,,,,,,,,56171
6630,Action,Horror,Sci-Fi,Thriller,IMAX,,,,,,56174
6631,Children,Comedy,,,,,,,,,56176
6632,Animation,Comedy,Sci-Fi,,,,,,,,56251
6633,Drama,,,,,,,,,,56274
6634,Drama,,,,,,,,,,56286
6635,Comedy,Drama,,,,,,,,,56333
6636,Action,Horror,Thriller,,,,,,,,56336
6637,Drama,Horror,Mystery,Thriller,,,,,,,56339
6638,Comedy,Drama,Romance,,,,,,,,56367
6639,Documentary,,,,,,,,,,56379
6640,Drama,Romance,,,,,,,,,56389
6641,Documentary,,,,,,,,,,56563
6642,Comedy,Drama,,,,,,,,,56587
6643,Drama,,,,,,,,,,56607
6644,Horror,Thriller,,,,,,,,,56620
6645,Drama,Fantasy,Romance,,,,,,,,56715
6646,Drama,Horror,Musical,Thriller,,,,,,,56757
6647,Action,Adventure,,,,,,,,,56775
6648,Drama,Western,,,,,,,,,56782
6649,Comedy,Drama,War,,,,,,,,56788
6650,Action,Horror,Sci-Fi,,,,,,,,56801
6651,Comedy,Musical,,,,,,,,,56805
6652,Comedy,Drama,Romance,,,,,,,,56837
6653,Comedy,,,,,,,,,,56869
6654,Comedy,Drama,Romance,,,,,,,,56908
6655,Adventure,Children,Fantasy,,,,,,,,56915
6656,Action,Drama,Sci-Fi,Thriller,,,,,,,56921
6657,Comedy,Drama,Romance,,,,,,,,56941
6658,Comedy,Romance,,,,,,,,,56949
6659,Crime,Drama,Thriller,,,,,,,,57147
6660,Drama,,,,,,,,,,57183
6661,Comedy,Drama,,,,,,,,,57243
6662,Drama,Horror,Thriller,,,,,,,,57274
6663,Action,Adventure,Fantasy,,,,,,,,57326
6664,Action,Mystery,Sci-Fi,Thriller,,,,,,,57368
6665,Comedy,Horror,,,,,,,,,57421
6666,Action,Adventure,Drama,War,,,,,,,57499
6667,Adventure,Animation,Drama,Horror,,,,,,,57502
6668,Animation,Comedy,Drama,Romance,Sci-Fi,,,,,,57504
6669,Comedy,Crime,,,,,,,,,57522
6670,Crime,Thriller,,,,,,,,,57526
6671,Action,Drama,Thriller,War,,,,,,,57528
6672,Comedy,,,,,,,,,,57532
6673,Comedy,,,,,,,,,,57536
6674,Horror,Sci-Fi,Thriller,,,,,,,,57637
6675,Action,Adventure,Fantasy,Sci-Fi,,,,,,,57640
6676,Comedy,Crime,Drama,Thriller,,,,,,,57669
6677,Crime,Sci-Fi,,,,,,,,,57772
6678,Action,Crime,Drama,,,,,,,,57843
6679,Comedy,Horror,,,,,,,,,57910
6680,Action,Adventure,Comedy,Romance,,,,,,,57951
6681,Action,Adventure,Drama,Sci-Fi,Thriller,,,,,,58025
6682,Comedy,Drama,Romance,,,,,,,,58047
6683,Crime,Drama,Romance,Thriller,,,,,,,58078
6684,Action,Drama,Thriller,,,,,,,,58103
6685,Adventure,Children,Drama,Fantasy,IMAX,,,,,,58105
6686,Drama,Musical,Romance,,,,,,,,58107
6687,Drama,Romance,,,,,,,,,58154
6688,Comedy,,,,,,,,,,58156
6689,Comedy,Romance,,,,,,,,,58162
6690,Documentary,,,,,,,,,,58191
6691,Drama,Thriller,,,,,,,,,58287
6692,Comedy,,,,,,,,,,58291
6693,Adventure,Romance,Thriller,,,,,,,,58293
6694,Action,Crime,Thriller,,,,,,,,58295
6695,Action,Drama,Sci-Fi,Thriller,,,,,,,58297
6696,Adventure,Animation,Children,Comedy,,,,,,,58299
6697,Drama,Thriller,,,,,,,,,58301
6698,Crime,Drama,War,,,,,,,,58303
6699,Drama,War,,,,,,,,,58306
6700,Documentary,,,,,,,,,,58309
6701,Comedy,,,,,,,,,,58315
6702,Horror,Sci-Fi,,,,,,,,,58332
6703,Comedy,Fantasy,Romance,,,,,,,,58347
6704,Drama,,,,,,,,,,58351
6705,Documentary,War,,,,,,,,,58376
6706,Action,Adventure,Animation,Fantasy,Sci-Fi,,,,,,58404
6707,Documentary,,,,,,,,,,58425
6708,Drama,,,,,,,,,,58492
6709,Drama,,,,,,,,,,58554
6710,Action,Crime,Drama,IMAX,,,,,,,58559
6711,Action,,,,,,,,,,58627
6712,Comedy,,,,,,,,,,58655
6713,Drama,Romance,Sci-Fi,,,,,,,,58783
6714,Crime,Drama,Romance,Thriller,,,,,,,58803
6715,Comedy,Drama,Romance,,,,,,,,58806
6716,Action,Crime,Thriller,,,,,,,,58826
6717,Comedy,Drama,Romance,,,,,,,,58839
6718,Action,Drama,War,,,,,,,,58842
6719,Comedy,,,,,,,,,,58870
6720,Drama,War,,,,,,,,,58876
6721,Documentary,Musical,IMAX,,,,,,,,58879
6722,Horror,Thriller,,,,,,,,,58964
6723,Adventure,Comedy,Fantasy,,,,,,,,58972
6724,Horror,Thriller,,,,,,,,,58975
6725,Comedy,Romance,,,,,,,,,58998
6726,Action,Comedy,Sci-Fi,,,,,,,,59014
6727,Crime,Drama,Thriller,,,,,,,,59016
6728,Drama,Romance,,,,,,,,,59018
6729,Adventure,Comedy,,,,,,,,,59022
6730,Comedy,,,,,,,,,,59026
6731,Action,Children,Sci-Fi,IMAX,,,,,,,59037
6732,Action,Adventure,Comedy,Fantasy,,,,,,,59103
6733,Comedy,Drama,,,,,,,,,59118
6734,Comedy,Documentary,,,,,,,,,59126
6735,Action,Horror,,,,,,,,,59129
6736,Horror,,,,,,,,,,59131
6737,Children,Comedy,Drama,,,,,,,,59141
6738,Comedy,Documentary,,,,,,,,,59143
6739,Comedy,Romance,,,,,,,,,59220
6740,Comedy,,,,,,,,,,59258
6741,Documentary,,,,,,,,,,59295
6742,Horror,Mystery,Thriller,,,,,,,,59306
6743,Action,Adventure,Sci-Fi,,,,,,,,59315
6744,Comedy,Romance,,,,,,,,,59333
6745,Action,Drama,,,,,,,,,59336
6746,Action,Crime,Drama,Thriller,,,,,,,59369
6747,Adventure,Drama,Fantasy,,,,,,,,59387
6748,Comedy,Romance,,,,,,,,,59421
6749,Comedy,,,,,,,,,,59429
6750,Drama,Romance,,,,,,,,,59440
6751,Adventure,Children,Fantasy,,,,,,,,59501
6752,Drama,Romance,,,,,,,,,59549
6753,Crime,Drama,Horror,Thriller,,,,,,,59604
6754,Action,Adventure,Comedy,Sci-Fi,,,,,,,59615
6755,Comedy,,,,,,,,,,59667
6756,Comedy,Romance,,,,,,,,,59725
6757,Horror,Thriller,,,,,,,,,59727
6758,Documentary,,,,,,,,,,59731
6759,Horror,Mystery,Thriller,,,,,,,,59738
6760,Action,Animation,Children,Comedy,IMAX,,,,,,59784
6761,Drama,,,,,,,,,,59810
6762,Comedy,Crime,Drama,Horror,,,,,,,59814
6763,Comedy,,,,,,,,,,59900
6764,Horror,Thriller,,,,,,,,,59915
6765,Action,Comedy,Drama,Thriller,,,,,,,59947
6766,Comedy,Drama,Romance,,,,,,,,59985
6767,Crime,Drama,,,,,,,,,59995
6768,Drama,Horror,Thriller,,,,,,,,60030
6769,Drama,Sci-Fi,Thriller,,,,,,,,60037
6770,Action,Sci-Fi,,,,,,,,,60040
6771,Drama,War,,,,,,,,,60046
6772,Adventure,Animation,Children,Romance,Sci-Fi,,,,,,60069
6773,Action,Thriller,,,,,,,,,60072
6774,Action,Adventure,Comedy,Crime,Fantasy,,,,,,60074
6775,Action,Comedy,,,,,,,,,60126
6776,Comedy,,,,,,,,,,60128
6777,Children,Comedy,,,,,,,,,60141
6778,Action,Animation,Comedy,Romance,Sci-Fi,,,,,,60161
6779,Children,Comedy,Drama,Mystery,,,,,,,60289
6780,Documentary,,,,,,,,,,60291
6781,Comedy,Drama,Romance,,,,,,,,60293
6782,Horror,Mystery,Thriller,,,,,,,,60303
6783,Documentary,,,,,,,,,,60333
6784,Comedy,Horror,,,,,,,,,60363
6785,Animation,Children,Comedy,Fantasy,Musical,,,,,,60365
6786,War,,,,,,,,,,60389
6787,Comedy,Musical,Romance,,,,,,,,60397
6788,Comedy,,,,,,,,,,60408
6789,Action,Adventure,Horror,Sci-Fi,Thriller,,,,,,60471
6790,Animation,Children,Comedy,,,,,,,,60487
6791,Action,Adventure,Sci-Fi,,,,,,,,60514
6792,Adventure,Children,Comedy,Romance,Sci-Fi,,,,,,60516
6793,Action,Comedy,Fantasy,Horror,Thriller,,,,,,60522
6794,Horror,Thriller,,,,,,,,,60538
6795,Crime,Drama,Thriller,,,,,,,,60647
6796,Sci-Fi,,,,,,,,,,60674
6797,Action,Drama,Mystery,Sci-Fi,Thriller,IMAX,,,,,60684
6798,Drama,Thriller,,,,,,,,,60735
6799,Comedy,Romance,,,,,,,,,60737
6800,Crime,Drama,,,,,,,,,60753
6801,Comedy,,,,,,,,,,60756
6802,Drama,Mystery,Sci-Fi,Thriller,,,,,,,60760
6803,Documentary,,,,,,,,,,60766
6804,Animation,Children,Musical,,,,,,,,60803
6805,Adventure,Fantasy,Thriller,,,,,,,,60818
6806,Crime,Horror,Thriller,,,,,,,,60832
6807,Drama,,,,,,,,,,60857
6808,Drama,Thriller,,,,,,,,,60885
6809,Drama,Romance,War,,,,,,,,60894
6810,Comedy,Drama,Sci-Fi,,,,,,,,60904
6811,Action,Adventure,Fantasy,Thriller,,,,,,,60937
6812,Horror,Mystery,Thriller,,,,,,,,60941
6813,Drama,,,,,,,,,,60943
6814,Comedy,Drama,Romance,,,,,,,,60950
6815,Action,Animation,Crime,,,,,,,,60979
6816,Drama,Mystery,,,,,,,,,61011
6817,Action,Comedy,Crime,,,,,,,,61024
6818,Action,Adventure,Drama,War,,,,,,,61026
6819,Adventure,Comedy,Drama,Romance,,,,,,,61071
6820,Action,Drama,Thriller,,,,,,,,61073
6821,Comedy,Drama,Musical,Romance,,,,,,,61123
6822,Action,Adventure,Comedy,War,,,,,,,61132
6823,Action,Adventure,Animation,Sci-Fi,,,,,,,61160
6824,Drama,Mystery,,,,,,,,,61167
6825,Action,Adventure,Sci-Fi,,,,,,,,61210
